City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,goderich,43.7501,-81.7165,71.92,60,100,12.66,CA,1633210827
360,san felipe,10.3399,-68.7425,77.85,86,97,5.48,VE,1633210827
361,tual,-5.6667,132.75,80.53,72,44,5.79,ID,1633210827
362,raga,8.4596,25.678,70.16,96,100,4.9,SS,1633210828
363,sechura,-5.5569,-80.8222,72.1,60,30,16.22,PE,1633210828
364,vila velha,-20.3297,-40.2925,76.95,88,40,14.97,BR,1633210828
365,san patricio,28.017,-97.5169,90.01,60,93,6.29,US,1633210828
366,broken hill,-31.95,141.4333,62.31,45,90,13.8,AU,1633210828
367,septemvri,42.2167,24.1,52.93,67,0,2.62,BG,1633210828
368,chihuahua,28.5,-106.0,79.63,48,87,5.1,MX,1633210828
369,bousso,10.4795,16.7117,77.63,61,99,4.47,TD,1633210828
370,whitecourt,54.1502,-115.6855,56.44,47,75,3.44,CA,1633210828
371,sawtell,-30.3833,153.1,63.0,72,1,4.61,AU,1633210828
372,whitehorse,60.7161,-135.0538,43.02,60,90,18.01,CA,1633210694
373,karratha,-20.7377,116.8463,67.33,33,4,9.91,AU,1633210828
374,husavik,66.0449,-17.3389,39.11,98,100,25.28,IS,1633210829
375,juneau,58.3019,-134.4197,48.2,77,75,13.8,US,1633210829
376,margate,51.3813,1.3862,60.91,91,100,7.0,GB,1633210829
377,nago,26.5881,127.9761,79.65,79,11,8.72,JP,1633210829
378,constitucion,-35.3333,-72.4167,54.73,56,0,19.42,CL,1633210829
379,rantepao,-2.9701,119.8978,64.58,94,90,2.71,ID,1633210829
380,tabou,4.423,-7.3528,77.79,85,93,5.35,CI,1633210829
381,hastings,50.8552,0.5729,60.71,91,100,21.27,GB,1633210829
382,roscrea,52.9511,-7.8017,45.68,87,35,11.83,IE,1633210829
383,methoni,36.8197,21.7049,67.21,63,54,5.21,GR,1633210829
384,mareeba,-17.0,145.4333,75.43,85,31,1.97,AU,1633210829
385,krasnyy chikoy,50.3643,108.7512,33.03,99,100,3.02,RU,1633210829
386,mackay,-21.15,149.2,64.38,94,10,3.44,AU,1633210830
387,wajir,1.7471,40.0573,78.31,56,84,15.99,KE,1633210830
388,chisindia,46.2833,22.1,48.99,63,12,4.81,RO,1633210830
389,tukrah,32.5341,20.5791,70.27,66,1,14.58,LY,1633210830
390,chapais,49.7834,-74.8492,55.18,61,54,4.59,CA,1633210830
391,dinuba,36.5433,-119.3871,93.16,19,1,0.0,US,1633210830
392,pizarro,4.9533,-77.366,81.25,79,86,7.65,CO,1633210830
393,elliot,-31.3333,27.85,42.42,90,92,5.32,ZA,1633210830
394,baruun-urt,46.6806,113.2792,36.03,89,94,8.32,MN,1633210830
395,new plymouth,-39.0667,174.0833,56.05,72,100,9.28,NZ,1633210830
396,brae,60.3964,-1.353,53.51,79,100,27.49,GB,1633210830
397,zeya,53.75,127.2667,31.17,73,53,2.98,RU,1633210831
398,maracacume,-2.0428,-45.9592,79.05,74,44,5.79,BR,1633210831
399,deputatskiy,69.3,139.9,11.62,93,63,5.46,RU,1633210831
400,yamada,39.4667,141.95,60.33,70,0,4.21,JP,1633210831
401,brown deer,43.1633,-87.9645,80.74,70,40,1.01,US,1633210831
402,hobyo,5.3505,48.5268,78.17,88,6,20.8,SO,1633210831
403,calamar,10.2511,-74.9146,89.55,78,73,7.81,CO,1633210831
404,kollo,13.3043,2.339,93.63,35,8,7.94,NE,1633210831
405,gornozavodsk,58.3758,58.3211,29.01,94,57,3.62,RU,1633210832
406,marsh harbour,26.5412,-77.0636,81.0,59,13,17.45,BS,1633210832
407,zhangye,38.9342,100.4517,50.18,23,40,14.97,CN,1633210832
408,hami,42.8,93.45,50.47,32,100,10.42,CN,1633210832
409,mandalgovi,45.7625,106.2708,30.78,76,100,14.74,MN,1633210832
410,urbano santos,-3.2078,-43.4036,80.01,70,42,7.2,BR,1633210832
411,grand-lahou,5.1367,-5.0242,76.1,92,100,5.64,CI,1633210832
412,andenes,69.3143,16.1194,53.47,87,90,6.91,NO,1633210832
413,beringovskiy,63.05,179.3167,33.6,96,99,9.89,RU,1633210832
414,faanui,-16.4833,-151.75,79.36,69,5,14.99,PF,1633210832
415,izobilnyy,45.3741,41.7121,51.12,77,52,18.21,RU,1633210832
416,valparaiso,-33.0393,-71.6273,65.84,54,0,18.41,CL,1633210679
417,walvis bay,-22.9575,14.5053,55.09,82,0,6.91,NA,1633210700
418,mena,51.5217,32.2157,43.38,75,9,6.73,UA,1633210833
419,gamba,-2.65,10.0,76.24,86,100,7.78,GA,1633210833
420,hirara,24.8,125.2833,81.19,67,5,14.18,JP,1633210833
421,road town,18.4167,-64.6167,84.29,74,40,8.05,VG,1633210833
422,luganville,-15.5333,167.1667,80.15,83,100,8.48,VU,1633210833
423,vanimo,-2.6741,141.3028,78.67,87,97,1.99,PG,1633210833
424,sitka,57.0531,-135.33,46.29,71,75,13.8,US,1633210833
425,college,64.8569,-147.8028,35.29,95,75,0.0,US,1633210833
426,kailua,21.4022,-157.7394,87.78,66,75,3.0,US,1633210833
427,ratnagiri,16.9833,73.3,78.62,91,100,5.21,IN,1633210834
428,brigantine,39.4101,-74.3646,77.02,68,1,9.22,US,1633210834
429,cadillac,44.2519,-85.4012,71.17,94,90,3.44,US,1633210834
430,kosh-agach,50.0,88.6667,16.72,82,88,1.41,RU,1633210834
431,nanakuli,21.3906,-158.1547,87.75,52,75,10.36,US,1633210834
432,ipanema,-30.1391,-51.2244,67.98,70,0,9.22,BR,1633210834
433,saldanha,-33.0117,17.9442,48.25,57,44,17.29,ZA,1633210834
434,parambu,-6.2111,-40.6944,83.79,31,27,4.14,BR,1633210834
435,jiuquan,39.7432,98.5174,43.72,44,97,11.65,CN,1633210834
436,vila,42.0304,-8.1588,56.28,94,100,13.85,PT,1633210834
437,tuntum,-5.2581,-44.6489,76.19,86,96,1.39,BR,1633210835
438,laguna,38.421,-121.4238,94.21,20,1,1.99,US,1633210835
439,porto novo,6.4965,2.6036,82.22,91,32,5.99,BJ,1633210835
440,mizan teferi,6.9833,35.5833,60.87,91,100,2.77,ET,1633210835
441,sabya,17.1495,42.6254,89.22,66,100,8.28,SA,1633210835
442,coahuayana,18.7333,-103.6833,86.29,67,48,5.46,MX,1633210835
443,saint-augustin,51.226,-58.6502,46.69,94,99,13.51,CA,1633210835
444,nador,35.174,-2.9287,68.25,83,0,0.0,MA,1633210835
445,barda,40.3744,47.1267,56.01,76,100,0.65,AZ,1633210835
446,prince rupert,54.3161,-130.3201,51.89,78,90,16.11,CA,1633210836
447,vao,-22.6667,167.4833,71.96,92,22,16.08,NC,1633210836
448,korla,41.7597,86.1469,48.88,55,100,15.79,CN,1633210836
449,ewa beach,21.3156,-158.0072,87.75,53,75,15.01,US,1633210836
450,calvia,39.5657,2.5062,70.92,82,8,8.81,ES,1633210757
451,wysokie mazowieckie,52.9166,22.5171,54.37,88,87,11.56,PL,1633210836
452,port macquarie,-31.4333,152.9167,69.89,55,0,5.97,AU,1633210836
453,vanderhoof,54.0166,-124.0198,55.63,32,4,12.39,CA,1633210836
454,kununurra,-15.7667,128.7333,73.38,94,58,2.3,AU,1633210836
455,clyde river,70.4692,-68.5914,41.23,75,90,11.5,CA,1633210836
456,viedma,-40.8135,-62.9967,46.63,74,98,28.48,AR,1633210836
457,houma,29.5958,-90.7195,81.99,84,100,5.35,US,1633210837
458,mananjary,-21.2167,48.3333,69.73,85,2,10.78,MG,1633210837
459,cockburn town,21.4612,-71.1419,78.76,83,75,9.22,TC,1633210837
460,sompeta,18.9333,84.6,79.74,88,2,7.58,IN,1633210837
461,camopi,3.1655,-52.3158,78.67,72,61,3.36,GF,1633210837
462,idil,37.3411,41.8895,73.71,30,1,4.92,TR,1633210837
463,qinggang,46.6833,126.0833,49.62,61,100,18.23,CN,1633210837
464,usevya,-7.1,31.2333,76.15,41,22,2.84,TZ,1633210838
465,dyersburg,36.0345,-89.3856,74.12,88,90,5.75,US,1633210839
466,pinos puente,37.2511,-3.7497,70.5,57,0,5.75,ES,1633210839
467,staryy nadym,65.6118,72.6842,31.14,80,100,13.87,RU,1633210546
468,ilhabela,-23.7781,-45.3581,71.65,87,100,3.87,BR,1633210839
469,liku,-0.7275,119.8922,74.93,90,100,2.37,ID,1633210839
470,ciudad guayana,8.3533,-62.6528,80.53,91,86,5.88,VE,1633210839
471,wanning,18.8003,110.3967,77.43,83,27,2.53,CN,1633210839
472,ajaccio,42.0,8.9167,63.09,82,0,5.75,FR,1633210840
473,yerbogachen,61.2767,108.0108,23.99,93,82,2.57,RU,1633210840
474,basoko,1.2391,23.616,68.72,96,100,0.74,CD,1633210840
475,boksitogorsk,59.474,33.8485,41.36,92,98,5.03,RU,1633210840
476,gashua,12.871,11.0482,89.04,19,1,7.49,NG,1633210840
477,adrar,20.5022,-10.0711,89.94,11,10,4.41,MR,1633210840
478,havre-saint-pierre,50.2334,-63.5986,46.76,100,90,5.75,CA,1633210840
479,bantry,51.6833,-9.45,42.28,79,22,13.29,IE,1633210840
480,dudinka,69.4058,86.1778,18.97,93,71,12.53,RU,1633210840
481,antofagasta,-23.65,-70.4,60.08,77,25,8.28,CL,1633210633
482,harnosand,62.6323,17.9379,51.82,89,100,20.65,SE,1633210600
483,san matias,-16.3667,-58.4,91.13,38,72,3.24,BO,1633210840
484,barahona,18.2085,-71.1008,84.02,74,75,13.8,DO,1633210841
485,macapa,0.0389,-51.0664,89.58,70,20,11.5,BR,1633210841
486,tieling,42.2931,123.8414,68.76,92,100,12.24,CN,1633210841
487,sidi ali,36.0998,0.4206,69.35,72,10,0.81,DZ,1633210841
488,florida,28.7505,-82.5001,89.58,60,75,1.99,US,1633210841
489,pauini,-7.7136,-66.9764,86.18,58,69,5.35,BR,1633210841
490,marienburg,54.0359,19.0266,55.89,84,96,8.72,PL,1633210841
491,port-gentil,-0.7193,8.7815,76.96,94,75,5.75,GA,1633210841
492,neiafu,-18.65,-173.9833,77.68,83,75,10.36,TO,1633210841
493,sembakung,3.8167,117.25,76.93,100,100,1.97,ID,1633210841
494,taltal,-25.4,-70.4833,61.43,68,23,7.45,CL,1633210841
495,aykhal,66.0,111.5,27.36,49,94,2.51,RU,1633210841
496,hoquiam,46.9809,-123.8893,69.46,59,1,10.36,US,1633210842
497,lyubim,58.3625,40.6843,43.65,84,100,0.54,RU,1633210842
498,nhulunbuy,-12.2333,136.7667,77.61,83,93,5.75,AU,1633210842
499,caronport,50.4501,-105.8179,72.68,22,19,6.96,CA,1633210842
500,natal,-5.795,-35.2094,79.45,83,20,9.22,BR,1633210606
501,bougouni,11.417,-7.479,73.36,86,88,1.74,ML,1633210843
502,minas,-34.3759,-55.2377,62.53,74,99,4.45,UY,1633210843
503,tortoli,39.9256,9.6572,67.82,77,20,10.36,IT,1633210843
504,mikun,62.3547,50.0771,41.38,95,100,1.81,RU,1633210843
505,kantang,7.4054,99.5156,77.4,89,98,0.18,TH,1633210844
506,kainantu,-6.2887,145.8655,64.67,90,100,1.23,PG,1633210844
507,gillingham,51.3891,0.5486,60.58,94,100,5.01,GB,1633210844
508,lata,40.1629,-8.3327,66.92,92,100,8.16,PT,1633210844
509,narsaq,60.9167,-46.05,35.82,52,7,9.42,GL,1633210844
510,arbuzynka,47.9097,31.3196,48.27,51,10,8.66,UA,1633210844
511,mogadishu,2.0371,45.3438,77.7,85,93,14.7,SO,1633210844
512,ahuimanu,21.4447,-157.8378,87.51,63,75,12.66,US,1633210844
513,tongliao,43.6125,122.2653,60.71,78,98,16.51,CN,1633210844
514,arrecife,28.963,-13.5477,73.47,83,20,14.97,ES,1633210844
515,surt,31.2089,16.5887,74.98,66,0,15.28,LY,1633210844
516,chama,47.1821,8.4636,59.61,86,20,0.0,CH,1633210844
517,vila do maio,15.1333,-23.2167,84.99,80,23,11.79,CV,1633210845
518,qasigiannguit,68.8193,-51.1922,28.65,94,88,3.22,GL,1633210845
519,dingle,10.9995,122.6711,76.55,91,100,1.79,PH,1633210845
520,rosetta,31.4044,30.4164,75.02,67,100,14.97,EG,1633210845
521,amga,60.8953,131.9608,28.09,91,99,1.21,RU,1633210845
522,kangaba,11.9333,-8.4167,73.08,87,43,1.12,ML,1633210845
523,pochutla,15.7432,-96.4661,86.85,74,67,6.29,MX,1633210845
524,dao,11.3937,122.6856,76.3,91,100,1.3,PH,1633210845
525,porto belo,-27.1578,-48.5531,71.1,87,100,3.98,BR,1633210845
526,acapulco,16.8634,-99.8901,87.62,66,40,4.61,MX,1633210581
527,gravdal,68.1214,13.5031,52.16,85,100,7.61,NO,1633210845
528,valleyview,55.0667,-117.2859,57.24,44,95,14.97,CA,1633210846
529,dovers,12.8833,-61.1833,83.93,73,26,21.65,VC,1633210846
530,erenhot,43.6475,111.9767,49.17,43,100,15.48,CN,1633210846
531,nambucca heads,-30.65,153.0,70.0,51,0,6.51,AU,1633210846
532,guatire,10.4762,-66.5427,84.7,89,43,3.96,VE,1633210846
533,barinitas,8.7622,-70.4111,78.1,78,100,1.5,VE,1633210846
534,grand-santi,4.25,-54.3833,76.15,91,90,2.35,GF,1633210846
535,nahavand,34.1885,48.377,61.56,35,0,5.7,IR,1633210846
536,chifeng,42.2683,118.9636,58.41,84,98,4.65,CN,1633210846
537,santa rosa,14.3122,121.1114,79.92,86,95,6.91,PH,1633210846
538,comodoro rivadavia,-45.8667,-67.5,57.06,26,0,14.97,AR,1633210847
539,anloga,5.7947,0.8973,80.82,84,55,10.96,GH,1633210847
540,hervey bay,-25.2986,152.8535,77.04,83,1,4.27,AU,1633210847
541,tecoanapa,16.5167,-98.75,84.92,71,36,7.27,MX,1633210847
542,yarkovo,57.4028,67.0786,32.76,90,97,5.1,RU,1633210847
543,rudnogorsk,57.2639,103.7519,31.17,81,100,2.3,RU,1633210847
544,warmbad,-28.45,18.7333,52.07,62,1,6.93,NA,1633210847
545,robertsport,6.7533,-11.3686,77.72,88,100,5.21,LR,1633210847
546,gao,16.6362,1.637,89.94,12,4,12.93,ML,1633210847
547,khani,41.9563,42.9566,53.17,80,22,4.72,GE,1633210847
548,karpathos,35.507,27.2132,67.96,73,0,27.63,GR,1633210550
549,akhtubinsk,48.2795,46.1722,46.98,52,2,6.91,RU,1633210847
550,nortelandia,-14.4547,-56.8028,91.47,34,89,4.7,BR,1633210848
551,chaihe,44.7667,129.7,42.57,67,95,2.21,CN,1633210848
552,oksfjord,70.2396,22.3479,55.47,87,97,8.57,NO,1633210848
553,santa ines,-3.6667,-45.38,76.8,82,97,3.06,BR,1633210848
554,egvekinot,66.3167,-179.1667,13.77,91,26,1.66,RU,1633210621
555,trincomalee,8.5711,81.2335,78.75,84,20,5.23,LK,1633210848
556,asau,46.4333,26.4,45.75,94,0,2.68,RO,1633210848
